ID,Is_Lead
HANBFYTH,0.16422274287348884
FLUU2HNV,0.057430795992490374
64PIYWDJ,0.30227631795537246
9AHNH8ZX,0.32262176854336205
KLHUI2SE,0.04432422218927453
YRHYUJFW,0.5644048598664396
G5RWWH7F,0.19356571912281662
SCBT9BAX,0.022004464466325712
UGZGLVNB,0.36556260837748017
2RRNUFBV,0.6218254890998639
B6O59TEY,0.5696224819718956
CYHRRYH6,0.0442067642444231
GGYZVHWU,0.08259680563244591
K6AM97RN,0.07487188232949822
ATM5JQYM,0.07034771398283513
7GYZSGWA,0.049929970739469344
DFWUDQCR,0.2166156481359707
E2Z98CR3,0.28081397379166445
GD9KTSLY,0.05452368269063451
2AMRA4OD,0.16678894255418433
CFHZ3ZE6,0.5618329234122169
BOMLVM5K,0.05631210027947966
OBBEGBSY,0.6014895533731132
FJEHOK8W,0.02766416818654477
3GMAEVPJ,0.15302389933552887
WAVDLUTH,0.06046635796563717
6EN8GZX6,0.10190439572115322
VXGA3GKB,0.1614887809192797
U4MZ3U8C,0.6304995234309335
GU4RDP8S,0.5780987747824683
N3TPNHCD,0.13853221506710475
JRRHWQC8,0.6916790268703529
NZ5GBHZK,0.02553750458510104
LCUC2LAJ,0.563097299254682
DJDSU9D2,0.960685639131711
647K6DBR,0.07203707925358295
7NFXVESK,0.070961358394184
EWUWF25N,0.062483701643956314
7QKYPLA8,0.04878357683108675
XQVXWBNO,0.04924568032316651
CNWH4MVA,0.07102372357574742
AFJUJFQD,0.07914219287015824
QKMFDX9H,0.16495862661779856
YYMB5QBY,0.04630110809521262
IRY3SEX7,0.31785111070165534
CUAUZJH8,0.16787817636116306
JYFUYQF5,0.40968148533478604
I4NYEDFE,0.6622106305874514
M3RSPRGQ,0.10304676973719547
JIL3KWQN,0.09930606430797662
X4B5ZBWU,0.1678188461253581
AHYTHHSE,0.05370738059102539
E7EHQEQK,0.4558097303364795
FAMHAVN3,0.6647779059925238
CCGKCTR6,0.04610859485490123
6DTSELRV,0.04682279884702314
LU8X3G6O,0.24704374598585097
NPFDAUJY,0.05508500561907607
DR9PXCFU,0.021067984187939145
SHVZMWBV,0.04481314492074003
8TGXGZHX,0.21424861767218598
IKRSHJFW,0.17433605061187044
TYKRZDCP,0.5945122130991667
9IDA3L7P,0.08188728163058456
ASOWCMDB,0.05290324308953049
KZ5J2JGC,0.5721693311230183
D5UCFKTV,0.05582160719441955
2N8FFP7W,0.046987698952137634
SA36MTFS,0.027366341014350298
8UDMURUH,0.16985965008162354
7VSQV6QN,0.11314969890953974
IFUG9NC5,0.05351789993049891
EQXDLQRG,0.28363304194794575
JAR8YY9J,0.09461672117495719
BS4TAF6M,0.049051727824307965
WQJ9SPT9,0.19413736427239073
7QHT4ON2,0.03256044650339975
FNGPQN7B,0.10733661421910716
DDOMDZRU,0.6715275023198393
QYR9HXHP,0.27723370057901103
S4NGXFXY,0.017646616743256033
NOJ2KSCC,0.43679036604739035
ZD2JRUNB,0.4986106468221519
GZIPTSNN,0.07024351944124864
LCFYUVE9,0.6253443211229868
PPANVU9W,0.058101350675048014
DRPV9STB,0.0743720222982595
AFSPF3WZ,0.985625213325357
GPXEUNND,0.4950447380110156
NSADMDSM,0.04528206747070593
CKWJU8RQ,0.6942396433097869
F7MNZSSU,0.0521998632247886
BDGVMPZY,0.6825634854790413
IA3MSRTR,0.07511232011595165
JD3WTPMG,0.42548889079667235
QT6DF6EW,0.5854368752570701
NVDEMCZ2,0.04497201950273877
9B6UTJVT,0.050319884209163696
U6QYES9J,0.022171639038231484
DZQPDSPS,0.11758782215173895
CRGXVSBF,0.190943360648975
XIHJYS2V,0.6635749587039316
7X2MC5GZ,0.5992777139467984
ZBDVXTM5,0.055718862693835226
UUBQPBR5,0.06755319475585497
CUMZFBTD,0.09809751348975272
E7QXYSQN,0.024772571741195307
6UQAJP48,0.08164801183009839
QHWB768Y,0.06274452597710133
R6RXMXOJ,0.23211394660631227
WXQGZG5K,0.029719390531412898
GCUFKLHG,0.05474569200725543
SJX4372M,0.055796539136729835
VGEAMUZZ,0.13749264136897746
ZWDXVKDF,0.3226291153755631
WGMRCYLR,0.05583389389697304
SI43K5CY,0.11117805136077703
DSNBS2RS,0.1402603062996796
XIMZCKSR,0.5037682774706891
VEW9FXHT,0.018743870012411293
JZJHDDDJ,0.41862840024196496
4TYUR5HA,0.47759614743340495
UHCDFDRX,0.29318868012651983
E5QMOFUM,0.1493402427545
PSNVWDZH,0.04814342131123719
5IQSWONG,0.06694769992782229
CEAZEPY4,0.9933909466517529
2TNRJXRX,0.02475870591359453
BFROCARA,0.03980923753730544
GRTJMRKM,0.01700848246099121
6EDAM4EU,0.08952239341644429
NRDB58KL,0.06472077495495168
TCPJCWZR,0.04011125386494882
KG8LD2BE,0.03645541072866374
FHZ3XFDV,0.11791519927821198
NZKCSDZ4,0.19623250200743048
6DG6KJG4,0.06178750955779139
BVPKDUNU,0.30803996156744434
APR4PQ6X,0.07218958640049913
HPWS8YFG,0.20596109801798032
VRPBGTPU,0.040860768102433255
XBCSX7G7,0.06497171640581181
KEH3G8UA,0.14886488240129703
WXNAVFLT,0.04968055599730072
8J8NJ7M6,0.17671647668369683
D4UW7Y85,0.057156613892959195
SZRESXN7,0.05237694627783679
UUQSXK5T,0.04836913063429327
GPMUKOVY,0.504563456439873
6FYOKAZ5,0.22121346946711543
ENUB4N9S,0.17953798086963502
KERBCSGE,0.9939797163194033
7HTA4C6J,0.4982638156915724
4BTVMT6W,0.04458327848119336
MR3J9USD,0.2095998192123729
7S83FNQW,0.708790803583919
MSOKLC7S,0.01905350732926091
GFMNATHU,0.04177770240225737
NG4ABA6H,0.9741371094731336
3GFHRAQY,0.39667591476106906
BCSGZZPE,0.09713373908988836
PQ9MCGZC,0.07900612949228909
K7N596CG,0.032789709495366436
8RUL6JEE,0.053081090683693294
CVOFJRMP,0.047846792189504134
B4FQX4HG,0.08959821295251068
W7HAQKDV,0.04625216101466445
8C5PKJ7G,0.04681123691164505
E4GQJZSQ,0.03242311971361118
UENREGNV,0.6154732815875789
CC4LYHEW,0.46117852607321597
GDKGLTBT,0.06252571357296972
G3ER8CGX,0.04687491738813099
ZG4KT59X,0.02587888778533214
LW93KJMZ,0.5324572307271744
9AR5FBSQ,0.46281049445711564
FHLWDMRV,0.14179389262766293
EON5DCWD,0.9562838153879939
J8UXTMYV,0.2690768171763512
IXBW5HZH,0.041381928052607646
LDHQB458,0.054779102824698465
GNHTIKF3,0.05549997535443144
8NO22KTE,0.021523429373089157
SGJFSSJK,0.17789558193979726
TD8D3NDD,0.0474096485795315
8RQ27JGU,0.3878210179944816
A8GKBMBO,0.30056891524509777
ODVMNUDE,0.5920033234980661
EA5CRL7L,0.061844208523588816
6UI7RPCH,0.39296555981293674
7BJYM94L,0.05311420110034345
X3PZJF7F,0.6053357371312359
YCSSMPV7,0.6085283348765268
4EV9VXL8,0.5248111275177598
IPNJFQTY,0.24143106261191338
XPWNJRJC,0.03315544969205622
3WHNSBRB,0.16798087216992644
U245YKM8,0.04358694792044789
68EFFKBB,0.7603712697657853
NEUII7AB,0.9817285428989034
F7CSLYWT,0.056458815611113676
5EOMOZHG,0.19993466726452672
6CYUTUFN,0.5795572954525855
K7YUC8LF,0.3484330579471379
LSMCXMXA,0.057305940646458664
AALPBPBP,0.0449707572819458
ZPX6VOH2,0.06490228518661968
CDBFWQGM,0.12753480325509167
JUQ76NJV,0.17472029042477077
QHE7UULR,0.05773809593625432
JRMNMZJA,0.06636020793661336
GZ4EZZFX,0.12473361000453415
9L9JFIAR,0.6218463088441171
GTOE4RN4,0.2427007532793927
CUYE7ST4,0.3954343931023743
FFM6DHEA,0.6686897787512057
5XUK7XLZ,0.6309054058636954
4HTGJEEZ,0.05892102686421583
RWYBAMRG,0.1671297942999567
RQZGBGGN,0.303461356464565
ITVSUTU9,0.22009789772405217
6UMDX7NQ,0.5281910874243237
4IVKAFYY,0.582153639203298
ZKYOSQEU,0.6381453611085248
9JYXIDL4,0.9912849426035651
XNURWQBT,0.05827742921604152
HVNIJFQC,0.041300306935883664
CGGVBJKZ,0.9929959676737973
JO9DV3NY,0.2674238457261065
EYENUQR9,0.5085227305557262
FPU4ZI8H,0.06995532204408302
2MALVTY4,0.1286370510462585
QN4REV7D,0.05451799632014634
27F5ZEQA,0.07539513238701728
MKJUE4K2,0.08961406459572523
4ECWF4DN,0.05307646381836937
KWBJAQMY,0.0405646922218732
3YAW8OEY,0.1894047973046303
ZHHFH7H9,0.17489205919181564
BO2822VM,0.12303119293122117
NQZUPVUA,0.04489806614252443
MUT2PZ7T,0.442325850098553
2MFKPCPS,0.5836839861972102
4RLVOVMJ,0.719614401139628
JISGN7XF,0.04795117222933232
NNOFHDAC,0.04528608192386003
ODE23CPW,0.020572358420534963
ZNTYNFME,0.29653529995797
NQM48VKU,0.13848696142462694
DGVBCYY7,0.05671045256506463
9F38NUKC,0.1867382625856057
3Z7KCIZS,0.03353777118965399
ERAX3STD,0.05850851424526384
N9TCDYYG,0.04764349775201667
R4UMWUZK,0.06504900749766483
CPERTJBJ,0.1433423587981694
4XK5BMA9,0.0463265819122832
2PKDM5B2,0.08178005517611099
SW5GTHZN,0.5125405858310604
ATJAEQCJ,0.12298228171591126
NHNXBSFY,0.16304612311646569
NRGYTYZJ,0.06134332018325384
UZNABWAT,0.051352976701355725
CVP3VZN5,0.09204402857952336
JEAYZXKC,0.05627470501040704
87LFEVTZ,0.43345973913317487
N7ZEJ2CQ,0.05692053042269598
AQT3ADAP,0.05329986200848296
WC8ROKF8,0.054702788950046356
D9HWEXEV,0.0898872455942855
MMHWGZCN,0.058448548989591655
YKCAQFHU,0.3565275467520679
NDPFBA9X,0.4327122911035644
3T6C7AEA,0.1780723136674693
GZWB38J9,0.04447600026566458
OFTXYNYQ,0.04396746910541293
QYZQIXBJ,0.5365894262103158
N7PJT5HO,0.06196453992484346
JP2PNX9X,0.28367693735723665
N3FUZDIH,0.06280133906430367
UXKAVBLS,0.023927249976801623
G24JWDKS,0.04592878063441441
HQOKKQVX,0.28340992014255617
HTXFVZZG,0.04927197176734611
3TJKVA4J,0.043040684535302264
CRGS7FPX,0.03897406002964021
BTRJTMR3,0.14739688412060914
ERLPQML7,0.020836369259092866
9FDFXYAW,0.5634111837121969
MEEKFDZZ,0.053782313874690936
ZGY8ETLW,0.21212560691482354
AXVUJHT9,0.05869536692472979
35ILRW7D,0.6251621370492755
DR2U5JQX,0.047015819857845254
WHZ7CEY6,0.26734260440636176
UCPMS2KF,0.05219003398503099
HB6MJHDN,0.296186328448059
7NWFPJ2X,0.12045701644564138
4QXD6K4K,0.14286547202486669
D6H3RTAZ,0.19266990080959068
L67WSXUY,0.06919483644436886
IXHVY78L,0.05657802418961105
H6KE88O6,0.3944103732637613
EAPKN7G8,0.9938750228396563
GQXJSFJE,0.20022652773370742
BVHSRABV,0.04425147886649631
DUY76GFX,0.1351693984021831
O7H9KPSD,0.4742119949282974
6EDBA5AN,0.06633841032438274
V24CAXFM,0.06684651231092743
SERPSAWP,0.02331344529637791
H47QYY5K,0.06333034525773155
5TYQNFPE,0.4525210197914824
HGDB7KMR,0.6332037135893366
DWH8Q2S3,0.18468951459672356
USNBQZAK,0.04963596571697056
I89VR4AB,0.05558241058302164
ATZVVXWJ,0.5492567908256619
HOKP6ZTS,0.0697412676314042
ZDKT2SSW,0.05250570582972166
DK5HJYQE,0.029411165359832677
ABKW7FGW,0.10171898226540431
BCSW3W7T,0.05293273728882564
6T4VNEWD,0.6538136950776205
XBALBNYB,0.42250958234742786
NWMJR3W5,0.053933196241131916
Q5BJ4ULE,0.05417366789022018
DOFSPEWD,0.6162795490028873
ANX8FUBJ,0.058659148622301045
KPR67SVO,0.024758262958595387
44EV7IJE,0.04573086442446244
VZEK4IOK,0.5136860873002905
CZMKWRQN,0.057026672139776156
VGQUQLXT,0.2246372064218182
MS6GASNJ,0.03435248880715477
4ENG9TKV,0.3367444276718879
UHRRWLGR,0.05976293384269813
APFSHZYP,0.0685733354773027
M7MURWXC,0.5875403945110182
3EOATQBT,0.04377920872482883
MDZG7EZX,0.06597676276949252
QZ6LSSTB,0.04841431229267399
Y7EEZYYS,0.4053225880038717
RYKLU6HL,0.05354016954796953
CWQ8OAQ8,0.034089836369726914
WSFUNE28,0.40345027853539756
9PFQKPRB,0.05785720928333496
MCLXWKBC,0.04439912502894556
NWDXDZEN,0.4055755721574852
EBLDBRDR,0.12836645010827097
CJRW5JYT,0.348938869402126
CMMKRNUZ,0.15351697779719461
EATPTPY3,0.059378422335606196
J5AGUF6Q,0.04952187810695399
8WYO2BBG,0.4532386849260832
9EPXIMZB,0.04526228343356383
UZERUG9W,0.07702175683827932
QEQ79QUC,0.061048125128024676
ZNHVE7QZ,0.08834804364842468
PU3J43GY,0.5170548218185403
HWDBXAUK,0.05839630596699771
W74BHIAD,0.0651965691468742
MGLDAPOA,0.06127671411269627
BYFCPDX5,0.08341975741715672
S2QDUDEJ,0.9913814322913761
HBYRWBWL,0.022516704380149136
8CIAWHWZ,0.4524925561142746
ZFYFFXT5,0.06225232794795915
UGIADHRB,0.15409461297616414
JDDGRBSU,0.28788116246481404
NBS2LTYW,0.40863219235860937
DBKM3FRW,0.11764073371912415
GLBHRXKB,0.04747131579284341
9WDPTNCN,0.02231283988124419
NVVVFQ9U,0.47783466426753357
6AT635HW,0.15218383145687273
HPHDI6NN,0.05594792201015974
CPNAGJ95,0.055078869030558746
FY6AFNCK,0.9893017513543176
KWQAVZOE,0.47323454239883156
HGBDE3LM,0.5473813860605147
SYKEB6EV,0.043113571722208845
9BROJWWS,0.48267750579616875
CG8DGVAV,0.22013698703863016
H7MT8CNK,0.05277298858667981
GJVVWNKN,0.580106314524166
FXWTMJDG,0.13516065527349372
OSNGFACM,0.05927394971262786
PBFT55CF,0.9811979860193674
4P8GFHSL,0.03672641506750471
9ZZ4F4XF,0.49754790664899695
CN4YERMU,0.4856710318559279
8TUDLTWK,0.16487754044083966
USFZPY7Z,0.025157459078767125
VBJXREA8,0.028391248203249706
9LBNXHQ2,0.2808409765946717
PY6HCDWF,0.05415491179030399
9VJMJR6X,0.04546925472755716
4GAEJIQO,0.05106585840158224
F34SD6YQ,0.04568245735883968
HZ3BZVH6,0.2555783958594506
9WVBAWEY,0.23326456424555753
BPNYRSEH,0.048826551056083384
7OGHEHO3,0.2201314852784482
LRJZMHFT,0.0445329523049861
PCHQW72T,0.61267585898998
BFJQGRFT,0.45643957192680484
UVJ6UYBF,0.1204281350699787
LRVO7MCH,0.29141734910354516
EAOF4EYO,0.5947124893781728
5HPCBEQQ,0.5044745659161082
8FJBKABE,0.06252837770651298
27J5UDAU,0.03939658519433148
4MAT9RSM,0.42540951776408825
SBDGZSY9,0.5270140779305307
HPYN9M2Z,0.06010052151689802
G7D2BESM,0.47389456284373815
TWN7YQPN,0.04531513814237701
BJRGMNFZ,0.18043305398967968
9HFPJV3S,0.06198194980726324
6WKJAUAG,0.06082605714055728
BZUANVCU,0.13504569804230096
NYWLDSFZ,0.38276593054148306
LTW8JGAZ,0.043733747411338654
IMDQJUTW,0.04175370301500764
AVHZRCH8,0.24080792778941987
LTSDWAVT,0.05486501191597537
9WVKLADB,0.5831641533066749
GXDSQJS2,0.03672641506750471
4IHXKUNA,0.46748681841984846
BTYDUQPC,0.06551745884643802
BKCNFM72,0.19751822159859667
UMVSSZ9N,0.06394509237204399
N2STVKOI,0.06893417955788927
ZZJQB3EY,0.5646416149637171
FZJK9GH7,0.05541011931395268
NTIWWNVB,0.040585092962689105
NBCRWUBE,0.17218775641482761
UBPYOBYG,0.07043985137190527
K8RKMGVW,0.6974049279255938
HFTH3NC2,0.03577701545849876
759LCPDE,0.25312108157361296
DYKME2AY,0.42229555887551856
VZHURNZD,0.0164434744438607
EAJJBYHU,0.4243916494279647
T97TKZNT,0.5550258513072225
IXOEQ2YD,0.7214512928316831
BWKXTBCF,0.0655509667738113
DNKPRVB3,0.3290477961093626
JQCF2PXG,0.05425928228535612
GIABLCP4,0.07085297459166094
FDIC7S35,0.6877281317696989
5RTNFJEV,0.02587868891089454
OBZ4CU77,0.055820384921989985
XMVX6WEB,0.18937809817300322
MHARJGPA,0.05194137527849455
2QI5GPDU,0.5500932795473985
AE2NBAJ3,0.020817062225428933
MDLANJZG,0.01981772980573282
7TAP99MA,0.2988605483021923
A6AMKR2Z,0.30610358118092074
DX69CFXV,0.07615876177586255
HKCKEKV4,0.205932248892486
CBNWXPJJ,0.3826859780388183
Z3SJXFCA,0.11408473499381079
RHTCABWR,0.7591465078512827
ILGMVREG,0.19059366488342974
BZK32SSP,0.056134027825467635
25RR4UGE,0.058023339092069526
9ZQFVNWY,0.08608464309339177
FFSTFCAA,0.10536510208581047
MBEDAX9Z,0.07518520791156956
IYERPTUY,0.17086523432816114
SBNMNBJE,0.02257974194203453
CPWDDHBP,0.5821862312460102
EN5EXSVB,0.05972582190631196
EFT7687S,0.06436268624421203
DUPIVFIW,0.0606008187704155
HTVBHNFH,0.05712701445654037
GFTV6AXH,0.057755000315231
NTNK2ZYN,0.063150062894207
NZ2MDLPM,0.19545792544946308
UU4ECFQ5,0.40272500626135926
FFWGNGVJ,0.05555582715360754
JDQIBLRI,0.05441360063756686
ZAWUVVWA,0.06275927649588328
FC24V4XD,0.17753622936456592
EKTZZYA2,0.0572492107210375
RVRMHDD8,0.04439912502894556
3RASGR5Y,0.2767169066288143
QRBESHHG,0.057671048263278187
MXYLFHSV,0.06186697816898801
TY85POPR,0.14311280875730545
BHXO9INE,0.041925032297045084
S2RKLYZH,0.6070258860900276
98GUQS9R,0.509756800297089
6VD8FK4Y,0.03948412215252992
FMUHBZHQ,0.04795765296775072
IHQY3US8,0.5241030793167784
VDSNW6DR,0.07164935821486217
JF8E8TCY,0.20492798055873354
EKVBDN5B,0.1770329005646536
LJOYHFHT,0.040325220617547376
8WBDXKKG,0.4749103151907022
LNAASJ6O,0.06201335712115891
HGTW39J8,0.06265739907684145
AMYH3YSJ,0.17334996428736948
QZRPEWE6,0.0652499997127885
9RBSJHBJ,0.44233654849520826
EFZ3ADG9,0.059486929964751134
CMQX6K9J,0.24096158367133966
DBVXEJCR,0.05608477827861622
PLYKWBFR,0.061835393927465176
7QNURUDE,0.03910561379497993
M8TD2YPV,0.30404247932218503
JVJZVKUJ,0.6312466659429611
XVUVCSM8,0.5964601520592989
C9CMNJEH,0.23529942004630403
IQLV6HTY,0.1293338633743398
ELG7YZUM,0.048609503208631576
PU9KWVOH,0.6863933581532559
HAYJGRRV,0.05739499201921339
KBKUHSLA,0.08790255016556779
USL6KBDY,0.04207259253019816
ZGLCSKTI,0.048543047586173595
9JQWNRGA,0.17703151478654658
EBVUVT88,0.037742415230633625
9ZU5GNSK,0.2233680974436593
EC7NIRSV,0.049389301636664794
JJ23TDTX,0.07132923068772971
IZWY5RYD,0.12864636625778444
TSYCNH93,0.04987204063074984
QSY6Q77W,0.20979919787120624
TOBSGQ3J,0.3426571050365838
FKGE6YRE,0.5283576042012669
MGAYPPJE,0.055819140022753934
IJRFUH6V,0.140067723896981
KX9Y3LCV,0.06208152126793528
2ZDDJYHE,0.6571754493502504
NBMLMYQE,0.06087894285805648
E8XWCECR,0.3371983751186325
5FP4HKBU,0.21550132174628886
FUKFFD3F,0.3217117714363678
8BDSMQUY,0.037818932214981074
39T7KUFC,0.05882118023356588
HZSPWI2U,0.5693858274287115
LEJJKOWC,0.05367958127427833
DR5F2HVS,0.41870261909521717
BJA5TRWJ,0.4354329384505324
NCVH9WFE,0.09183855092826208
ME3XYUC5,0.3851856487443838
VLCHSDHG,0.05164455692975381
59CV3HQQ,0.20122128544873955
JTAEBBQM,0.04684617946116665
OBHDYLE2,0.18694909877627486
EUEGA65T,0.053258302972824224
MO9XWHWE,0.22271561590945863
K3JSVGHE,0.04663554369480586
JFHAQZQM,0.05718190303182739
22IQJE4I,0.6191154750058836
F57YH86H,0.056216896197221145
BPNYWIPI,0.04396462142909177
FJB78783,0.0919669023650614
DIVE6ZUL,0.06976398989885378
YACVPC9M,0.22881368511555614
A3FM9UVE,0.05187735825074611
9NE6ZC2Q,0.0978787505798469
4NHTDBJN,0.06356546732860992
3FH863BT,0.02252402263386204
3UBBVIGN,0.47279280055150535
NNP9TLV2,0.4687497175086672
SA7VUUTE,0.041304934668883464
ROG7ONJG,0.5665861853725104
ICEBXJHF,0.13675902737668819
HFTYHFAZ,0.05176957068148703
EC5IQBEK,0.04383616654712125
VQPXGNJV,0.04015702428180128
BNE8WOYV,0.36843242082663824
MKEXSYJN,0.03633778507671153
B2MY2KQE,0.21915088839177263
GZVND3WE,0.410391783776562
JZ8ASRBZ,0.9864094582316683
UMQWVVHH,0.4778871872495684
MDGISGP7,0.0431350664030738
JMVHKVGP,0.040825454921529454
G5GPWASE,0.5568957865436427
A9H3PMBD,0.05465259406981707
DKEMLQCU,0.4930245258631512
VVPNRFRF,0.6578038356757837
AVIBMJNL,0.30746239602307174
3FNEIWTQ,0.052140143227151235
WMQIVFIH,0.08437778497705152
GUSEEXX5,0.34388636015895485
HZBZ7QMH,0.05014023936859382
KMTZWEXS,0.025391256373581864
62AXBXBL,0.14529651318094347
FW6GESXM,0.0288714489796524
A67RATVB,0.05035761189386653
HUWJHKEG,0.04991728736511625
KCHF33KH,0.11270120632942937
CJUKTB4B,0.07454743523250622
FA8NWHGK,0.06716177424720839
6UZE4NSH,0.5596820524565533
4UUZBMXW,0.2920394773083274
QMRXRYDB,0.03499210118142174
M3A5BVAC,0.8108183178846028
II63YKTB,0.04813114333872213
4OYB27TY,0.32380839735848005
IEN9X6H8,0.17128998686319927
U9VVATUM,0.21589088441156712
SFOYCMRR,0.6390818276683707
O7WYJHA5,0.41994395772677673
STEKRYHT,0.019954711162952186
QSX9J6OF,0.4246054036986522
EVT46GYN,0.032510867992147086
IQHUPR8Z,0.05466681941915335
98WUTF8M,0.022117016012624616
5JUSHPUM,0.04991092770712633
9FMK8FZU,0.058179299154579735
WPWW4JUN,0.6664482177344285
8QUXAAHS,0.18244209156035987
EU8RGIP7,0.05786954056287388
BFT7ZJQO,0.05523026791865796
4EQAO8W3,0.5249566150597095
F3RWQSVQ,0.24606307870390187
FUA3S84W,0.06487789346591995
G9WITTNH,0.04709991970650441
TE4CM6N8,0.9922225741082499
L93TY7Q6,0.019751021750411237
MK46HOFS,0.2905008151122532
NSUSAJ7C,0.029853937698050847
ZQXJP6PH,0.09177755006303567
YX6PNVKN,0.05398421556250216
7V7IJDSU,0.2874312439267167
BSDHE7F2,0.41289876226698424
DV5EXZEZ,0.3224788463880175
VDKS85PW,0.45215991598196287
4W48SFHV,0.5812570190378282
ANGVCUXZ,0.053104799395820364
IOST7D8C,0.6969363627649926
HAQAECZX,0.032789318803921275
GAB49KQU,0.43210412114747143
GEBCXWCU,0.07982744069334857
JPT2DAGQ,0.6059060718414112
RXYEGKFP,0.6928441805285526
4R6HCRNW,0.053663021133317536
MWRTSE9B,0.04738943595961401
JAC7FJCA,0.5245090386533963
5DCT43QX,0.021297414174590124
GFZMAKDD,0.054862682638007594
8WVWSZNF,0.04083193995727076
